event_name,genre,location,review,category,sentiment,year
India Design Week Mumbai,Music,Kolkata,"Mixed feelings, some good moments.",Value for Money,Neutral,2019
India Design Week Mumbai,Theatre,Ahmedabad,The staff was rude and unhelpful.,Value for Money,Negative,2021
India Design Week Delhi,Fashion,Pune,"Stellar show, exceeded expectations!",Content Quality,Positive,2022
India Design Week Delhi,Sports,Chennai,"It was okay, but I expected more.",Content Quality,Neutral,2019
India Design Week Delhi,Comedy,Chennai,The venue was too crowded and uncomfortable.,Content Quality,Negative,2019
India Design Week Delhi,Comedy,Chennai,"Stellar show, exceeded expectations!",Venue & Facilities,Positive,2021
India Design Week Delhi,Fashion,Jaipur,"Average event, could be better.",Venue & Facilities,Neutral,2019
India Design Week Delhi,Theatre,Goa,Crowd management was terrible.,Venue & Facilities,Negative,2023
India Design Week Delhi,Theatre,Ahmedabad,Fantastic vibe and great organization!,Staff & Service,Positive,2023
India Design Week Delhi,Fashion,Ahmedabad,"Decent experience, but not worth the hype.",Staff & Service,Neutral,2020
India Design Week Delhi,Sports,Mumbai,The staff was rude and unhelpful.,Staff & Service,Negative,2021
India Design Week Delhi,Fashion,Bangalore,"Stellar show, exceeded expectations!",Value for Money,Positive,2022
India Design Week Delhi,Comedy,Mumbai,"The performances were good, but the venue was cramped.",Value for Money,Neutral,2021
India Design Week Delhi,Theatre,Kolkata,Crowd management was terrible.,Value for Money,Negative,2020
India Design Week Bangalore,Music,Kolkata,Amazing performance and great energy!,Content Quality,Positive,2019
India Design Week Bangalore,Sports,Goa,"Mixed feelings, some good moments.",Content Quality,Neutral,2022
India Design Week Bangalore,Music,Chennai,Crowd management was terrible.,Content Quality,Negative,2019
India Design Week Bangalore,Comedy,Ahmedabad,"Loved the experience, highly recommended!",Venue & Facilities,Positive,2019
India Design Week Bangalore,Sports,Bangalore,Had fun but a few things could be improved.,Venue & Facilities,Neutral,2022
India Design Week Bangalore,Theatre,Hyderabad,I would not recommend this event to anyone.,Venue & Facilities,Negative,2022
India Design Week Bangalore,Comedy,Hyderabad,Amazing performance and great energy!,Staff & Service,Positive,2019
India Design Week Bangalore,Theatre,Pune,"Average event, could be better.",Staff & Service,Neutral,2021
India Design Week Bangalore,Music,Chennai,The staff was rude and unhelpful.,Staff & Service,Negative,2022
India Design Week Bangalore,Fashion,Goa,Amazing performance and great energy!,Value for Money,Positive,2022
India Design Week Bangalore,Music,Mumbai,It was decent but nothing extraordinary.,Value for Money,Neutral,2019
India Design Week Bangalore,Comedy,Ahmedabad,The venue was too crowded and uncomfortable.,Value for Money,Negative,2021
Pro Wrestling League Mumbai,Theatre,Hyderabad,The event was well-organized and enjoyable.,Content Quality,Positive,2021
Pro Wrestling League Mumbai,Comedy,Kolkata,It was decent but nothing extraordinary.,Content Quality,Neutral,2022
Pro Wrestling League Mumbai,Music,Jaipur,Poor sound quality and bad management.,Content Quality,Negative,2022
Pro Wrestling League Mumbai,Fashion,Hyderabad,"Great value for money, would attend again!",Venue & Facilities,Positive,2023
Pro Wrestling League Mumbai,Sports,Pune,"The event was alright, but not exceptional.",Venue & Facilities,Neutral,2019
Pro Wrestling League Mumbai,Comedy,Chennai,Expected better performances.,Venue & Facilities,Negative,2021
Pro Wrestling League Mumbai,Fashion,Ahmedabad,Amazing performance and great energy!,Staff & Service,Positive,2020
Pro Wrestling League Mumbai,Fashion,Pune,"It was okay, but I expected more.",Staff & Service,Neutral,2020
Pro Wrestling League Mumbai,Sports,Hyderabad,Expected better performances.,Staff & Service,Negative,2022
Pro Wrestling League Mumbai,Comedy,Pune,"Loved the experience, highly recommended!",Value for Money,Positive,2023
Pro Wrestling League Mumbai,Fashion,Ahmedabad,"Average event, could be better.",Value for Money,Neutral,2023
Pro Wrestling League Mumbai,Fashion,Delhi,Not worth the money spent.,Value for Money,Negative,2022
Pro Wrestling League Delhi,Theatre,Goa,Amazing performance and great energy!,Content Quality,Positive,2022
Pro Wrestling League Delhi,Music,Jaipur,"The performances were good, but the venue was cramped.",Content Quality,Neutral,2019
Pro Wrestling League Delhi,Sports,Mumbai,The staff was rude and unhelpful.,Content Quality,Negative,2020
Pro Wrestling League Delhi,Music,Pune,Fantastic vibe and great organization!,Venue & Facilities,Positive,2020
Pro Wrestling League Delhi,Sports,Kolkata,Okayish experience overall.,Venue & Facilities,Neutral,2022
Pro Wrestling League Delhi,Sports,Bangalore,Expected better performances.,Venue & Facilities,Negative,2021
Pro Wrestling League Delhi,Music,Mumbai,"Great value for money, would attend again!",Staff & Service,Positive,2019
Pro Wrestling League Delhi,Sports,Chennai,Okayish experience overall.,Staff & Service,Neutral,2019
Pro Wrestling League Delhi,Music,Bangalore,The venue was too crowded and uncomfortable.,Staff & Service,Negative,2022
Pro Wrestling League Delhi,Theatre,Kolkata,Amazing performance and great energy!,Value for Money,Positive,2021
Pro Wrestling League Delhi,Fashion,Hyderabad,Had fun but a few things could be improved.,Value for Money,Neutral,2022
Pro Wrestling League Delhi,Fashion,Goa,The staff was rude and unhelpful.,Value for Money,Negative,2021
Pro Wrestling League Bangalore,Music,Kolkata,The venue was perfect and the staff was very helpful.,Content Quality,Positive,2023
Pro Wrestling League Bangalore,Fashion,Pune,Could have been better organized.,Content Quality,Neutral,2022
Pro Wrestling League Bangalore,Sports,Bangalore,Poor sound quality and bad management.,Content Quality,Negative,2020
Pro Wrestling League Bangalore,Fashion,Mumbai,The event was well-organized and enjoyable.,Venue & Facilities,Positive,2019
Pro Wrestling League Bangalore,Theatre,Mumbai,Had fun but a few things could be improved.,Venue & Facilities,Neutral,2023
Pro Wrestling League Bangalore,Comedy,Goa,Disappointed with the organization.,Venue & Facilities,Negative,2020
Pro Wrestling League Bangalore,Music,Bangalore,The venue was perfect and the staff was very helpful.,Staff & Service,Positive,2020
Pro Wrestling League Bangalore,Fashion,Ahmedabad,Could have been better organized.,Staff & Service,Neutral,2023
Pro Wrestling League Bangalore,Theatre,Mumbai,Expected better performances.,Staff & Service,Negative,2022
Pro Wrestling League Bangalore,Sports,Jaipur,Amazing performance and great energy!,Value for Money,Positive,2020
Pro Wrestling League Bangalore,Fashion,Goa,Had fun but a few things could be improved.,Value for Money,Neutral,2022
Pro Wrestling League Bangalore,Music,Kolkata,Disappointed with the organization.,Value for Money,Negative,2022
Virat Kohli Charity Match Mumbai,Sports,Ahmedabad,"Loved the experience, highly recommended!",Content Quality,Positive,2022
Virat Kohli Charity Match Mumbai,Sports,Hyderabad,Could have been better organized.,Content Quality,Neutral,2020
Virat Kohli Charity Match Mumbai,Fashion,Hyderabad,The staff was rude and unhelpful.,Content Quality,Negative,2020
Virat Kohli Charity Match Mumbai,Music,Hyderabad,Absolutely magical experience!,Venue & Facilities,Positive,2020
Virat Kohli Charity Match Mumbai,Sports,Goa,"Mixed feelings, some good moments.",Venue & Facilities,Neutral,2023
Virat Kohli Charity Match Mumbai,Comedy,Kolkata,Not worth the money spent.,Venue & Facilities,Negative,2021
Virat Kohli Charity Match Mumbai,Comedy,Bangalore,The event was well-organized and enjoyable.,Staff & Service,Positive,2022
Virat Kohli Charity Match Mumbai,Fashion,Chennai,"The event was alright, but not exceptional.",Staff & Service,Neutral,2020
Virat Kohli Charity Match Mumbai,Music,Kolkata,Poor sound quality and bad management.,Staff & Service,Negative,2022
Virat Kohli Charity Match Mumbai,Music,Mumbai,Amazing performance and great energy!,Value for Money,Positive,2020
Virat Kohli Charity Match Mumbai,Sports,Delhi,"The performances were good, but the venue was cramped.",Value for Money,Neutral,2022
Virat Kohli Charity Match Mumbai,Comedy,Ahmedabad,The venue was too crowded and uncomfortable.,Value for Money,Negative,2023
Virat Kohli Charity Match Delhi,Comedy,Jaipur,The artists were phenomenal!,Content Quality,Positive,2022
Virat Kohli Charity Match Delhi,Fashion,Pune,"Average event, could be better.",Content Quality,Neutral,2019
Virat Kohli Charity Match Delhi,Music,Jaipur,Not worth the money spent.,Content Quality,Negative,2021
Virat Kohli Charity Match Delhi,Theatre,Kolkata,The artists were phenomenal!,Venue & Facilities,Positive,2019
Virat Kohli Charity Match Delhi,Fashion,Jaipur,"The event was alright, but not exceptional.",Venue & Facilities,Neutral,2021
Virat Kohli Charity Match Delhi,Fashion,Chennai,The performances were underwhelming.,Venue & Facilities,Negative,2023
Virat Kohli Charity Match Delhi,Theatre,Ahmedabad,Fantastic vibe and great organization!,Staff & Service,Positive,2022
Virat Kohli Charity Match Delhi,Fashion,Hyderabad,Could have been better organized.,Staff & Service,Neutral,2020
Virat Kohli Charity Match Delhi,Fashion,Goa,I would not recommend this event to anyone.,Staff & Service,Negative,2021
Virat Kohli Charity Match Delhi,Theatre,Ahmedabad,The venue was perfect and the staff was very helpful.,Value for Money,Positive,2021
Virat Kohli Charity Match Delhi,Sports,Jaipur,Okayish experience overall.,Value for Money,Neutral,2022
Virat Kohli Charity Match Delhi,Sports,Hyderabad,The performances were underwhelming.,Value for Money,Negative,2023
Virat Kohli Charity Match Bangalore,Fashion,Ahmedabad,The artists were phenomenal!,Content Quality,Positive,2021
Virat Kohli Charity Match Bangalore,Theatre,Delhi,"It was okay, but I expected more.",Content Quality,Neutral,2022
Virat Kohli Charity Match Bangalore,Fashion,Goa,I would not recommend this event to anyone.,Content Quality,Negative,2019
Virat Kohli Charity Match Bangalore,Comedy,Delhi,The venue was perfect and the staff was very helpful.,Venue & Facilities,Positive,2022
Virat Kohli Charity Match Bangalore,Music,Pune,"It was okay, but I expected more.",Venue & Facilities,Neutral,2022
Virat Kohli Charity Match Bangalore,Sports,Kolkata,Expected better performances.,Venue & Facilities,Negative,2021
Virat Kohli Charity Match Bangalore,Sports,Mumbai,The artists were phenomenal!,Staff & Service,Positive,2023
Virat Kohli Charity Match Bangalore,Comedy,Chennai,"The event was alright, but not exceptional.",Staff & Service,Neutral,2022
Virat Kohli Charity Match Bangalore,Fashion,Pune,Not worth the money spent.,Staff & Service,Negative,2022
Virat Kohli Charity Match Bangalore,Theatre,Chennai,"Loved the experience, highly recommended!",Value for Money,Positive,2021
Virat Kohli Charity Match Bangalore,Comedy,Ahmedabad,Had fun but a few things could be improved.,Value for Money,Neutral,2019
Virat Kohli Charity Match Bangalore,Theatre,Pune,The performances were underwhelming.,Value for Money,Negative,2019
